condition,model,dataset,split,prompt_format,input_type,target_modality,order,seed,n,correct,misled,neither,p_valid,selectivity,bert_gpt_agreement,n_parse_errors
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_document,inconsistent,text,icq,42,2000,187,1739,74,0.963,-0.805815,0.625,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,text,ciq,42,2000,1783,161,56,0.972,0.834362,0.8965,0
swap,Qwen/Qwen2.5-VL-32B-Instruct,mscoco,test,image_text,inconsistent,text,icq,42,2000,1778,202,20,0.99,0.79596,0.8705,0
swap,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,image,ciq,42,2000,1856,104,40,0.98,0.893878,0.848,0
swap,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,image,icq,42,2000,1982,18,0,1.0,0.982,0.9695,0
swap,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,image,ciq,42,2000,1913,67,20,0.99,0.932323,0.8845,0
swap,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,image,icq,42,2000,1985,12,3,0.9985,0.987982,0.9665,0
swap,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,image,ciq,42,2000,1928,54,18,0.991,0.94551,0.9005,0
swap,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,image,icq,42,2000,1892,107,1,0.9995,0.892946,0.9675,0
swap,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,text,ciq,42,2000,1855,118,27,0.9865,0.880385,0.909,0
swap,google/gemma-3-12b-it,flickr30k,test,image_caption,inconsistent,text,icq,42,2000,727,1266,7,0.9965,-0.270447,0.8505,0
swap,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,text,ciq,42,2000,770,1136,94,0.953,-0.192025,0.857,0
swap,google/gemma-3-12b-it,flickr30k,test,image_document,inconsistent,text,icq,42,2000,35,1943,22,0.989,-0.964611,0.9235,0
swap,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,text,ciq,42,2000,1624,199,177,0.9115,0.781679,0.818,0
swap,google/gemma-3-12b-it,flickr30k,test,image_text,inconsistent,text,icq,42,2000,1985,15,0,1.0,0.985,0.9895,0
swap,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,image,ciq,42,2000,1964,30,6,0.997,0.96991,0.928,0
swap,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,image,icq,42,2000,1995,5,0,1.0,0.995,0.9885,0
swap,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,image,ciq,42,2000,1983,13,4,0.998,0.986974,0.9485,0
swap,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,image,icq,42,2000,1995,3,2,0.999,0.996997,0.9865,0
swap,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,image,ciq,42,2000,1972,20,8,0.996,0.97992,0.926,0
swap,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,image,icq,42,2000,1933,67,0,1.0,0.933,0.9845,0
swap,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,text,ciq,42,2000,1893,98,9,0.9955,0.901557,0.9395,0
swap,google/gemma-3-12b-it,mscoco,test,image_caption,inconsistent,text,icq,42,2000,824,1171,5,0.9975,-0.173935,0.86,0
swap,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,text,ciq,42,2000,733,1223,44,0.978,-0.250511,0.8735,0
swap,google/gemma-3-12b-it,mscoco,test,image_document,inconsistent,text,icq,42,2000,23,1966,11,0.9945,-0.976873,0.9515,0
swap,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,text,ciq,42,2000,1699,194,107,0.9465,0.795034,0.834,0
swap,google/gemma-3-12b-it,mscoco,test,image_text,inconsistent,text,icq,42,2000,1956,40,4,0.998,0.95992,0.9815,0
