model,dataset,intervention,layer_idx,layer_depth,split,seed,arm,target_modality,n,correct,misled,neither,p_valid,selectivity
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,42,intervention,image,100,23,76,1,0.99,-0.535354
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,42,intervention,text,100,11,88,1,0.99,-0.777778
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,43,intervention,image,100,20,80,0,1.0,-0.6
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,43,intervention,text,100,16,83,1,0.99,-0.676768
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,44,intervention,image,100,27,73,0,1.0,-0.46
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,8,0.125,val,44,intervention,text,100,11,89,0,1.0,-0.78
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,42,intervention,image,100,31,55,14,0.86,-0.27907
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,42,intervention,text,100,3,84,13,0.87,-0.931034
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,43,intervention,image,100,24,66,10,0.9,-0.466667
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,43,intervention,text,100,1,85,14,0.86,-0.976744
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,44,intervention,image,100,28,49,23,0.77,-0.272727
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,16,0.25,val,44,intervention,text,100,1,80,19,0.81,-0.975309
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,42,intervention,image,100,56,25,19,0.81,0.382716
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,42,intervention,text,100,2,86,12,0.88,-0.954545
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,43,intervention,image,100,44,9,47,0.53,0.660377
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,43,intervention,text,100,1,78,21,0.79,-0.974684
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,44,intervention,image,100,64,15,21,0.79,0.620253
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,24,0.375,val,44,intervention,text,100,6,77,17,0.83,-0.855422
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,42,intervention,image,100,26,67,7,0.93,-0.44086
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,42,intervention,text,100,10,85,5,0.95,-0.789474
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,43,intervention,image,100,20,74,6,0.94,-0.574468
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,43,intervention,text,100,11,82,7,0.93,-0.763441
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,44,intervention,image,100,24,67,9,0.91,-0.472527
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,32,0.5,val,44,intervention,text,100,10,84,6,0.94,-0.787234
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,42,intervention,image,100,61,8,31,0.69,0.768116
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,42,intervention,text,100,4,58,38,0.62,-0.870968
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,43,intervention,image,100,66,9,25,0.75,0.76
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,43,intervention,text,100,6,64,30,0.7,-0.828571
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,44,intervention,image,100,58,12,30,0.7,0.657143
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,39,0.625,val,44,intervention,text,100,4,61,35,0.65,-0.876923
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,42,intervention,image,100,83,5,12,0.88,0.886364
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,42,intervention,text,100,63,13,24,0.76,0.657895
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,43,intervention,image,100,90,3,7,0.93,0.935484
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,43,intervention,text,100,63,14,23,0.77,0.636364
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,44,intervention,image,100,84,3,13,0.87,0.931034
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,47,0.75,val,44,intervention,text,100,61,15,24,0.76,0.605263
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,42,intervention,image,100,94,4,2,0.98,0.918367
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,42,intervention,text,100,61,15,24,0.76,0.605263
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,43,intervention,image,100,94,4,2,0.98,0.918367
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,43,intervention,text,100,56,19,25,0.75,0.493333
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,44,intervention,image,100,95,4,1,0.99,0.919192
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,55,0.875,val,44,intervention,text,100,56,17,27,0.73,0.534247
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,42,intervention,image,100,91,8,1,0.99,0.838384
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,42,intervention,text,100,90,6,4,0.96,0.875
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,43,intervention,image,100,93,6,1,0.99,0.878788
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,43,intervention,text,100,92,6,2,0.98,0.877551
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,44,intervention,image,100,91,6,3,0.97,0.876289
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_first,63,1.0,val,44,intervention,text,100,90,7,3,0.97,0.85567
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,42,intervention,image,100,6,86,8,0.92,-0.869565
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,42,intervention,text,100,2,77,21,0.79,-0.949367
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,43,intervention,image,100,21,74,5,0.95,-0.557895
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,43,intervention,text,100,50,36,14,0.86,0.162791
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,44,intervention,image,100,15,83,2,0.98,-0.693878
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,0,0.0,val,44,intervention,text,100,9,88,3,0.97,-0.814433
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,42,intervention,image,100,14,86,0,1.0,-0.72
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,42,intervention,text,100,60,38,2,0.98,0.22449
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,43,intervention,image,100,8,82,10,0.9,-0.822222
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,43,intervention,text,100,73,23,4,0.96,0.520833
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,44,intervention,image,100,17,82,1,0.99,-0.656566
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,8,0.125,val,44,intervention,text,100,67,33,0,1.0,0.34
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,42,intervention,image,100,85,15,0,1.0,0.7
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,42,intervention,text,100,69,28,3,0.97,0.42268
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,43,intervention,image,100,80,19,1,0.99,0.616162
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,43,intervention,text,100,74,23,3,0.97,0.525773
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,44,intervention,image,100,89,11,0,1.0,0.78
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,16,0.25,val,44,intervention,text,100,68,30,2,0.98,0.387755
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,42,intervention,image,100,33,50,17,0.83,-0.204819
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,42,intervention,text,100,12,68,20,0.8,-0.7
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,43,intervention,image,100,30,53,17,0.83,-0.277108
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,43,intervention,text,100,10,72,18,0.82,-0.756098
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,44,intervention,image,100,29,53,18,0.82,-0.292683
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,24,0.375,val,44,intervention,text,100,13,64,23,0.77,-0.662338
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,42,intervention,image,100,89,11,0,1.0,0.78
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,42,intervention,text,100,57,43,0,1.0,0.14
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,43,intervention,image,100,90,10,0,1.0,0.8
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,43,intervention,text,100,54,46,0,1.0,0.08
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,44,intervention,image,100,89,10,1,0.99,0.79798
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,32,0.5,val,44,intervention,text,100,56,44,0,1.0,0.12
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,42,intervention,image,100,47,53,0,1.0,-0.06
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,42,intervention,text,100,13,86,1,0.99,-0.737374
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,43,intervention,image,100,47,53,0,1.0,-0.06
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,43,intervention,text,100,12,88,0,1.0,-0.76
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,44,intervention,image,100,46,54,0,1.0,-0.08
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,39,0.625,val,44,intervention,text,100,12,88,0,1.0,-0.76
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,42,intervention,image,100,36,62,2,0.98,-0.265306
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,42,intervention,text,100,40,60,0,1.0,-0.2
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,43,intervention,image,100,31,63,6,0.94,-0.340426
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,43,intervention,text,100,41,58,1,0.99,-0.171717
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,44,intervention,image,100,35,60,5,0.95,-0.263158
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,47,0.75,val,44,intervention,text,100,37,62,1,0.99,-0.252525
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,42,intervention,image,100,97,1,2,0.98,0.979592
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,42,intervention,text,100,65,22,13,0.87,0.494253
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,43,intervention,image,100,97,2,1,0.99,0.959596
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,43,intervention,text,100,67,19,14,0.86,0.55814
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,44,intervention,image,100,97,1,2,0.98,0.979592
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,55,0.875,val,44,intervention,text,100,66,21,13,0.87,0.517241
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,42,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,42,intervention,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,42,intervention,text,100,91,6,3,0.97,0.876289
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,43,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,43,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,43,intervention,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,43,intervention,text,100,91,8,1,0.99,0.838384
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,44,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,44,baseline,text,100,99,1,0,1.0,0.98
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,44,intervention,image,100,96,4,0,1.0,0.92
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,baseline_last,63,1.0,val,44,intervention,text,100,93,5,2,0.98,0.897959
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,content,0,0.0,val,42,baseline,image,100,98,2,0,1.0,0.96
Qwen_Qwen2.5-VL-32B-Instruct,mscoco,content,0,0.0,val,42,baseline,text,100,99,1,0,1.0,0.98
